average_speed,min_speed,max_speed,average_acceleration,min_acceleration,max_acceleration,average_angle_speed,min_angle_speed,max_angle_speed,time_delta,ride_mode
0.011333751682955098,0.005747152492403984,0.02203972265124321,5.475322102197161,0.1950338795784731,47.966851201606694,0.4583683564040618,0.02958866613401661,2.728580129737531,24900,0
0.05092554008670613,0.007715276442468166,0.05930619686841965,3.9792148322316896,0.43559313221974316,16.841888410925534,0.40911000284021753,0.04051157412472589,1.5930574730866325,36311,0
0.00029882821882290116,0.00012411305215209723,0.0005333143635652959,3.511163192014106,0.5265974866775626,14.100803937561697,0.4700602194065149,0.026551595437234645,1.2118661358402978,13582,0
0.006438899670727551,0.0005333143635652959,0.013501299545168877,4.293206582162172,0.6326447020958624,16.674028808703866,0.3540816670619258,0.042627219007480156,1.0630930233456661,24900,0
0.08326614294201136,0.013501299545168877,0.19196327030658722,9.400545918550891,0.9514015374220869,76.89253326663948,0.3386258515313819,0.01904113610132968,1.5662240538808188,24900,0
0.33952230608463285,0.19196327030658722,0.45376521348953247,7.380926939863043,0.25090604444934317,81.26684760830824,0.26948511347558723,0.013219584245312601,1.0929680062056941,24900,0
0.5449584833383561,0.45376521348953247,0.5935472249984741,6.115905925371155,0.437801768220206,60.856870133589005,0.4387523433115556,0.019329486710808363,2.600791775405552,24901,0
0.5935472249984741,0.5935472249984741,0.5935472249984741,6.359793859133416,0.22580865561969563,33.756769132159405,0.4479763867383283,0.03766655120383674,1.6522956462943235,24901,0
0.0,0.0,0.0,6.0603516412298,0.2657572648214194,22.415837296238287,0.3527161203513112,0.02603912426938678,1.6567345275020313,25902,0
0.0,0.0,0.0,12.33015242216488,0.7098423350110633,78.97403602374469,0.40533685943847,0.018853977472545264,2.080952636235327,23977,0
0.0,0.0,0.0,4.699123969462209,0.30089518982707236,52.43848034442816,0.39717176772501883,0.030842119870874617,2.156831050103962,24899,0
0.0,0.0,0.0,3.7840931770473762,0.27383515728719,11.415384013315022,0.5387687331125505,0.04925912154122827,4.47155481340249,22067,0
0.03272183984518051,0.03272183984518051,0.03272183984518051,0.12297823289708529,0.12297823289708529,0.12297823289708529,0.0013046771791300326,0.0013046771791300326,0.0013046771791300326,0,0
0.03272183984518051,0.03272183984518051,0.03272183984518051,0.12017174454314512,0.12017174454314512,0.12017174454314512,0.0035730056063586362,0.0035730056063586362,0.0035730056063586362,0,0
0.0,0.0,0.0,0.10787374650344521,0.10787374650344521,0.10787374650344521,0.0007532557205762859,0.0007532557205762859,0.0007532557205762859,0,0
0.0,0.0,0.0,0.10793053048503384,0.10793053048503384,0.10793053048503384,0.003451851357199336,0.003451851357199336,0.003451851357199336,0,0
0.0005488793831318617,0.0005488793831318617,0.0005488793831318617,0.12912561390122065,0.12912561390122065,0.12912561390122065,0.0032398753588288925,0.0032398753588288925,0.0032398753588288925,0,0
0.0005488793831318617,0.0005488793831318617,0.0005488793831318617,0.12679138403891008,0.12679138403891008,0.12679138403891008,0.002868312329301509,0.002868312329301509,0.002868312329301509,0,0
0.0005488793831318617,0.0005488793831318617,0.0005488793831318617,0.11500661496218015,0.11500661496218015,0.11500661496218015,0.0013046771791300326,0.0013046771791300326,0.0013046771791300326,0,0
0.0,0.0,0.0,5.471196243182554,0.4758813869919782,51.16017081567732,0.3992074677120066,0.02504504413805125,1.7485764599973688,24901,0
0.0,0.0,0.0,10.052992586544807,0.7008492045253948,35.97851244933731,0.44473527583941047,0.024168828646684282,1.436883540776609,24900,0
0.0,0.0,0.0,5.8276930092376,0.4647411493299627,25.356911165072425,0.3856127661146248,0.0773326257705968,1.122451835326875,24900,0
0.0,0.0,0.0,5.645327592709203,0.4478095699521693,16.969630851200698,0.39104210126324485,0.023375212622437407,1.2029799320492953,68916,0
0.0,0.0,0.0,6.605168648455899,2.456127747376193,20.039703506295908,0.2022148875299066,0.09637111517351586,0.3125248725423184,534,0
