average_speed,min_speed,max_speed,average_acceleration,min_acceleration,max_acceleration,average_angle_speed,min_angle_speed,max_angle_speed,time_delta,ride_mode
0.009321615946563807,0.005747152492403984,0.01311948336660862,3.592625250539793,0.1950338795784731,13.15945322945197,0.5574448565377055,0.02958866613401661,2.728580129737531,9900,0
0.01073672354221344,0.005747152492403984,0.02203972265124321,3.9771506249633672,0.6482505911984516,13.15945322945197,0.5753445171609837,0.03656589073451702,2.728580129737531,9900,0
0.012365980558097362,0.005747152492403984,0.02203972265124321,4.133852609085346,0.6482505911984516,13.15945322945197,0.5530522890434052,0.03656589073451702,2.728580129737531,9900,0
0.013995237573981285,0.005747152492403984,0.02203972265124321,4.131496288662256,0.6482505911984516,13.15945322945197,0.4934168941329737,0.03656589073451702,2.102343022008946,9905,0
0.015624494589865208,0.005747152492403984,0.02203972265124321,5.213180599293255,0.6482505911984516,47.966851201606694,0.4702102515203711,0.02989390919789572,2.102343022008946,9900,0
0.01725375160574913,0.005747152492403984,0.02203972265124321,5.59487038458425,0.6482505911984516,47.966851201606694,0.423239151712048,0.02989390919789572,2.102343022008946,9901,0
0.01717117365449667,0.008014116436243057,0.02203972265124321,6.223706344973127,0.6482505911984516,47.966851201606694,0.43080098702209696,0.02989390919789572,2.102343022008946,9899,0
0.016660636961460112,0.008014116436243057,0.02203972265124321,7.392978200202106,0.6482505911984516,47.966851201606694,0.42382417802258104,0.02989390919789572,2.102343022008946,9899,0
0.016150100268423558,0.008014116436243057,0.02203972265124321,7.666737892413398,0.6519995705617274,47.966851201606694,0.41155357454395225,0.02989390919789572,1.7585336454482416,9899,0
0.015639563575387,0.008014116436243057,0.02203972265124321,7.887112100385541,1.2152238430740638,47.966851201606694,0.4356084201355273,0.02989390919789572,1.7585336454482416,9900,0
0.015129026882350445,0.008014116436243057,0.02203972265124321,8.177329773809534,1.2152238430740638,47.966851201606694,0.41082520724890254,0.02989390919789572,1.126645686066325,9900,0
0.01388096384704113,0.007715276442468166,0.02203972265124321,8.140002435848682,0.9078212419436021,47.966851201606694,0.40083684799735836,0.02989390919789572,1.126645686066325,9901,0
0.012448519226163626,0.007715276442468166,0.02203972265124321,7.900380653239761,0.9078212419436021,47.966851201606694,0.427471147501512,0.02989390919789572,1.126645686066325,9901,0
0.01101607460528612,0.007715276442468166,0.02203972265124321,7.722138700248393,0.9078212419436021,47.966851201606694,0.43644236498217487,0.02989390919789572,1.126645686066325,9899,0
0.009583629984408617,0.007715276442468166,0.02203972265124321,6.728953778844328,0.9078212419436021,42.02519175072239,0.4329041432021284,0.08499615615717529,1.126645686066325,9900,0
0.008151185363531113,0.007715276442468166,0.02203972265124321,6.3610438726056175,0.9078212419436021,42.02519175072239,0.4340245781349877,0.06396910922869384,1.126645686066325,9901,0
0.009230964090675116,0.007715276442468166,0.025092462077736855,5.8976935559220145,0.9078212419436021,42.02519175072239,0.41790242344614553,0.06396910922869384,1.126645686066325,9899,0
0.010938798654824495,0.007715276442468166,0.025092462077736855,4.901348446888141,0.9078212419436021,18.074766384702574,0.4057841125917951,0.06396910922869384,1.126645686066325,9899,0
0.012646633218973875,0.007715276442468166,0.025092462077736855,4.501839756629585,0.9078212419436021,14.861067333611377,0.37488902979014777,0.06396910922869384,0.9327188534794831,9899,0
0.014354467783123255,0.007715276442468166,0.025092462077736855,4.443276378252846,0.6006339471994624,16.841888410925534,0.3445425440530769,0.06396910922869384,0.9327188534794831,9901,0
0.016062302347272635,0.007715276442468166,0.025092462077736855,4.187578568674919,0.6006339471994624,16.841888410925534,0.29245659398014445,0.04835819518295083,0.9068299252217595,9899,0
0.0197295443713665,0.007715276442468166,0.05930619686841965,4.213475838311427,0.6006339471994624,16.841888410925534,0.26486710348910003,0.04835819518295083,0.9068299252217595,9900,0
